video_name,y_position,x_position,z_position,distance,frames,x_tl,y_tl,x_tr,y_tr,x_br,y_br,x_bl,y_bl,left_height,right_height,top_width,bottom_width,height_difference,width_difference,x_coordinate_difference,y_coordinate_difference,pnp_custom_x,pnp_custom_y,pnp_custom_z,pnp_custom_distance,error_dist_abs,error_dist_pct,error_depth_abs,error_x_abs,error_y_abs,error_z_abs,error_3d_abs,pnp_builtin_x,pnp_builtin_y,pnp_builtin_z,pnp_builtin_distance,error_builtin_dist_abs,error_builtin_x_abs,error_builtin_y_abs,error_builtin_z_abs,error_builtin_3d_abs
1y_1x_0z_f5.mp4,0.75,0.35,-0.114,0.83546,5,948,96,1232,97,1227,378,944,373,277,281,284,283,4,1,4,1,0.377304049902536,-0.110948310604676,0.760875947261466,0.856504571394642,0.0210445713946421,2.51892028279536,0.0108759472614656,0.0273040499025359,0.00305168939532385,0.0108759472614656,0.0295484378280795,0.377304049902536,-0.110948310604676,0.760875947261466,0.856504571394642,0.0210445713946421,0.0273040499025359,0.00305168939532385,0.0108759472614656,0.0295484378280795
1y_1x_0z_f5_dark.mp4,0.75,0.35,-0.114,0.83546,5,939,87,1238,86,1235,382,936,378,291,296,299,299,5,0,3,1,0.357545715934201,-0.107823555029654,0.722570711131076,0.813371557522515,0.0220884424774853,2.64386595139029,0.0274292888689244,0.00754571593420067,0.00617644497034579,0.0274292888689244,0.0291110320889909,0.357545715934201,-0.107823555029654,0.722570711131076,0.813371557522515,0.0220884424774853,0.00754571593420067,0.00617644497034579,0.0274292888689244,0.0291110320889909
1y_1x_1z_f5_dark.mp4,0.75,0.35,0.126,0.83718,5,944,392,1243,395,1240,689,943,682,290,294,299,297,4,2,1,3,0.363214813480343,0.142691219011091,0.726431629012159,0.824614271246678,0.012565728753322,1.50095902354595,0.0235683709878414,0.0132148134803432,0.0166912190110907,0.0235683709878414,0.0317599779347685,0.363214813480343,0.142691219011091,0.726431629012159,0.824614271246678,0.012565728753322,0.0132148134803432,0.0166912190110907,0.0235683709878414,0.0317599779347685
1y_2x_0z_f5_dark.mp4,0.75,0.175,-0.114,0.77854,5,722,89,1018,86,1014,380,720,377,288,294,296,294,6,2,2,3,0.177773833611853,-0.108054170499316,0.725767974012442,0.754995623683657,0.0235443763163427,3.02417041081289,0.024232025987558,0.00277383361185327,0.0059458295006843,0.024232025987558,0.0251045439078096,0.177773833611853,-0.108054170499316,0.725767974012442,0.754995623683657,0.0235443763163427,0.00277383361185327,0.0059458295006843,0.024232025987558,0.0251045439078096
1y_3x_0z_f5.mp4,0.75,0,-0.114,0.75861,5,518,95,795,96,791,373,517,369,274,277,277,274,3,3,1,1,0.00110368925238392,-0.1136895225022,0.763023321761519,0.771447415712002,0.0128374157120017,1.6922286434402,0.0130233217615185,0.00110368925238392,0.000310477497799722,0.0130233217615185,0.0130736925138428,0.00110368925238392,-0.1136895225022,0.763023321761519,0.771447415712002,0.0128374157120017,0.00110368925238392,0.000310477497799722,0.0130233217615185,0.0130736925138428
1y_3x_0z_f5_dark.mp4,0.75,0,-0.114,0.75861,5,512,91,802,88,799,379,513,376,285,291,290,286,6,4,1,3,0.00148585769939026,-0.108338631004484,0.730150083217343,0.738145385925646,0.0204646140743535,2.69764623117986,0.019849916782657,0.00148585769939026,0.00566136899551575,0.019849916782657,0.0206948802433025,0.00148585769939026,-0.108338631004484,0.730150083217343,0.738145385925646,0.0204646140743535,0.00148585769939026,0.00566136899551575,0.019849916782657,0.0206948802433025
1y_3x_1z_f5_dark.mp4,0.75,0,0.126,0.76051,5,478,389,764,391,764,679,475,678,289,288,286,289,1,3,3,2,-0.0274423873566986,0.140715715290827,0.734561552766844,0.748421453431742,0.0120885465682581,1.58953157332028,0.015438447233156,0.0274423873566986,0.0147157152908268,0.015438447233156,0.0347560434072509,-0.0274423873566986,0.140715715290827,0.734561552766844,0.748421453431742,0.0120885465682581,0.0274423873566986,0.0147157152908268,0.015438447233156,0.0347560434072509
1y_4x_0z_f5_dark.mp4,0.75,-0.175,-0.114,0.77854,5,293,89,582,89,582,378,294,376,287,289,289,288,2,1,1,0,-0.180621366443149,-0.108919337869272,0.731439294101383,0.761243023700842,0.0172969762991581,2.22171966747477,0.0185607058986169,0.00562136644314945,0.00508066213072791,0.0185607058986169,0.0200477602696594,-0.180621366443149,-0.108919337869272,0.731439294101383,0.761243023700842,0.0172969762991581,0.00562136644314945,0.00508066213072791,0.0185607058986169,0.0200477602696594
1y_4x_0z_f5_dark_v1.mp4,0.75,-0.175,-0.114,0.77854,5,289,60,582,62,582,355,293,353,293,293,293,289,0,4,4,2,-0.179966583573566,-0.128574041189636,0.726804584821084,0.7597132089071,0.0188267910928995,2.41821757300839,0.0231954151789161,0.00496658357356577,0.0145740411896364,0.0231954151789161,0.0278405623921774,-0.179966583573566,-0.128574041189636,0.726804584821084,0.7597132089071,0.0188267910928995,0.00496658357356577,0.0145740411896364,0.0231954151789161,0.0278405623921774
1y_4x_0z_f5_dark_v2.mp4,0.75,-0.175,-0.114,0.77854,5,289,60,582,62,583,355,293,353,293,293,293,290,0,3,4,2,-0.17947328519644,-0.128582965252143,0.725661073235841,0.75850394347164,0.0200360565283602,2.57354233929665,0.0243389267641594,0.00447328519643994,0.0145829652521434,0.0243389267641594,0.0287237969639291,-0.17947328519644,-0.128582965252143,0.725661073235841,0.75850394347164,0.0200360565283602,0.00447328519643994,0.0145829652521434,0.0243389267641594,0.0287237969639291
